First,Last,Nickname,Date of Birth,Height,Weight,Reach,Stance,Wins,Losses,Draws,Belt,SLpM,Str.Acc,SApM,Str.Def,TD.Avg,TD.Acc,TD.Def,Sub.Avg
Yuki,Sasaki,,Sep 12 1976,6' 2",185 lbs.,--,Orthodox,25,22,2,--,1.09,43,1.20,57,0.43,100,66,0.0
Kyosuke,Sasaki,,--,5' 7",183 lbs.,--,Southpaw,3,7,4,--,0.33,45,0.93,46,0.00,0,0,0.0
Yuta,Sasaki,Ulka,Oct 07 1989,5' 10",125 lbs.,71.0",Southpaw,21,6,2,--,2.16,41,2.50,50,3.03,43,41,1.2
Paul,Sass,,Aug 04 1988,6' 0",155 lbs.,73.0",Orthodox,14,2,0,--,0.53,26,1.90,51,0.53,16,33,7.4
Masaaki,Satake,,Aug 17 1965,6' 1",220 lbs.,--,Orthodox,1,8,1,--,1.40,35,3.76,41,0.00,0,58,0.0
Takenori,Sato,,Jun 08 1985,5' 10",170 lbs.,--,Southpaw,19,11,7,--,0.46,33,12.92,9,0.00,0,0,0.0
Takashi,Sato,Ten,Jun 09 1990,5' 10",170 lbs.,73.0",Southpaw,16,4,0,--,3.16,37,4.81,50,0.53,50,75,0.0
Jeimeson,Saudino,The Minion,Mar 05 1991,5' 6",135 lbs.,--,,8,5,0,--,0.66,30,0.82,84,2.47,50,0,2.5
Tom,Sauer,,Nov 11 1970,6' 1",263 lbs.,--,,25,12,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Townsend,Saunders,,--,5' 5",170 lbs.,--,Orthodox,0,2,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Ben,Saunders,Killa B,Apr 13 1983,6' 2",170 lbs.,77.0",Orthodox,22,13,2,--,3.23,50,3.58,51,0.20,40,66,1.3
Chad W.,Saunders,,--,5' 10",170 lbs.,--,Orthodox,7,2,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Chris,Saunders,The So Cal Kid,Mar 11 1986,5' 8",155 lbs.,--,,16,8,0,--,1.48,22,2.96,75,3.70,100,0,0.0
Lumumba,Sayers,,Jun 30 1978,6' 0",185 lbs.,--,,6,5,0,--,2.54,41,2.37,48,7.63,75,0,2.5
Matt,Sayles,,Feb 21 1994,5' 7",145 lbs.,68.0",Orthodox,8,3,0,--,5.44,42,3.13,61,0.00,0,81,0.4
Brandon,Sayles,Man of War,Apr 23 1981,6' 5",265 lbs.,--,,5,1,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Mark,Scanlon,,--,5' 9",170 lbs.,--,Orthodox,9,2,0,--,2.20,35,3.33,48,3.00,75,25,2.0
Eric,Schafer,Red,Sep 20 1977,6' 3",185 lbs.,76.0",Orthodox,14,8,2,--,1.89,34,3.38,56,1.81,36,50,1.8
Kerry,Schall,Meat Truck,Aug 09 1971,6' 2",265 lbs.,--,Orthodox,24,13,0,--,0.94,11,4.84,63,0.00,0,0,0.0
Eric,Schambari,,Apr 22 1978,5' 11",185 lbs.,--,Orthodox,15,6,0,--,1.43,42,1.07,54,3.00,42,0,1.0
Brendan,Schaub,Big Brown,Mar 18 1983,6' 4",245 lbs.,78.0",Orthodox,10,5,0,--,2.92,37,2.22,57,2.32,46,72,0.4
Matheus,Scheffel,Buffa,Apr 11 1992,6' 2",205 lbs.,--,,14,6,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Antonio,Schembri,Nino,Jun 01 1974,5' 9",205 lbs.,--,Orthodox,5,5,0,--,0.72,26,2.12,55,1.31,40,0,0.4
Fabiano,Scherner,Pegaleve,Jun 30 1972,6' 3",257 lbs.,--,Orthodox,11,10,0,--,1.31,31,3.20,38,1.09,33,40,0.0
Samy,Schiavo,,Dec 24 1975,5' 8",155 lbs.,--,Orthodox,10,6,0,--,1.68,34,2.62,38,0.94,50,66,0.9
Pat,Schilling,Thrilling,Aug 28 1988,5' 8",145 lbs.,--,Orthodox,5,2,0,--,1.87,26,8.24,52,0.00,0,0,0.0
Joe,Schilling,,--,6' 3",185 lbs.,--,,2,5,0,--,2.84,52,2.64,48,0.00,0,44,0.0
Semmy,Schilt,Hightower,Oct 27 1973,6' 10",265 lbs.,--,Orthodox,26,14,1,--,1.20,50,1.31,53,0.00,0,47,1.1
Adam,Schindler,,May 19 1983,5' 8",155 lbs.,--,,10,6,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Daniel,Schmitt,,--,--,185 lbs.,--,,2,3,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Colleen,Schneider,,--,--,135 lbs.,--,,11,7,0,--,2.17,48,2.50,50,2.50,50,60,0.0
Matt,Schnell,Danger,Jan 15 1990,5' 8",125 lbs.,70.0",Orthodox,15,6,0,--,4.23,38,4.17,59,0.39,33,50,1.0
Alex,Schoenauer,,May 05 1976,6' 3",185 lbs.,--,Orthodox,15,10,0,--,1.22,40,2.27,42,0.00,0,22,4.9
Darrill,Schoonover,The Boss,Jul 18 1985,6' 2",220 lbs.,--,Orthodox,14,8,0,--,1.20,33,4.35,38,0.00,0,50,1.1
Bob,Schrijber,Dirty,--,6' 0",240 lbs.,--,Orthodox,20,17,1,--,0.00,0,0.00,0,0.00,0,0,0.0
Nate,Schroeder,,--,6' 1",230 lbs.,--,,11,10,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Lacey,Schuckman,,--,5' 3",125 lbs.,--,,11,10,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Mark,Schultz,,--,5' 9",200 lbs.,--,Orthodox,1,1,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Brian,Schwartz,,--,6' 3",170 lbs.,--,Orthodox,1,1,0,--,1.27,44,0.87,45,0.00,0,50,1.0
Eric,Schwartz,,--,--,205 lbs.,--,,2,0,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Justin,Scoggins,,May 02 1992,5' 7",125 lbs.,66.0",Southpaw,11,5,0,--,3.56,51,2.16,55,3.42,63,82,0.5
Brad,Scott,Bear,Jun 24 1989,6' 1",170 lbs.,76.0",Orthodox,11,6,0,--,3.52,41,4.31,57,0.32,15,63,0.7
Greg,Scott,,--,5' 9",145 lbs.,--,,3,4,0,--,3.90,55,7.79,37,11.69,100,0,0.0
Mike,Seal,Crazy Boy,--,6' 4",185 lbs.,--,Orthodox,13,15,1,--,5.50,68,3.33,50,0.00,0,33,0.0
Matt,Secor,,Sep 26 1986,6' 0",170 lbs.,--,,8,4,0,--,0.51,20,0.81,50,3.03,100,0,3.0
Kenneth,Seegrist,,--,6' 0",185 lbs.,--,Orthodox,4,7,0,--,3.21,66,1.28,0,0.00,0,40,14.4
Neil,Seery,2Tap,Aug 30 1979,5' 4",125 lbs.,64.0",Orthodox,16,13,0,--,3.56,41,3.79,58,0.78,27,53,1.6
Rony,Sefo,,--,5' 9",225 lbs.,--,Orthodox,0,2,0,--,0.00,0,0.43,0,0.00,0,0,0.0
Ray,Sefo,Sugarfoot,Feb 15 1971,6' 0",240 lbs.,--,Orthodox,2,2,0,--,0.86,31,1.71,72,0.00,0,66,0.0
Brendan,Seguin,,Jul 03 1976,6' 0",185 lbs.,--,,23,19,1,--,2.60,45,0.60,84,5.00,62,100,0.0
Stefan,Sekulic,,Feb 12 1992,6' 0",170 lbs.,75.0",Southpaw,12,4,0,--,1.83,50,2.83,64,2.00,33,25,0.5
Pete,Sell,Drago,Aug 05 1982,5' 11",170 lbs.,75.0",Orthodox,10,7,0,--,2.60,42,3.65,51,0.91,21,47,0.9
Matthew,Semelsberger,Semi The Jedi,Nov 23 1992,6' 1",170 lbs.,75.0",Switch,8,2,0,--,7.93,50,5.31,56,1.97,100,100,1.0
Andrei,Semenov,,Jun 17 1977,6' 0",185 lbs.,--,Orthodox,34,9,2,--,0.78,15,2.44,60,1.74,80,55,0.4
Mackens,Semerzier,Da Menace,Nov 03 1980,5' 9",145 lbs.,72.0",Orthodox,8,4,0,--,2.91,45,3.48,46,2.14,50,50,2.1
Brandon,Sene,,May 21 1981,5' 11",205 lbs.,--,,2,2,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Kim In,Seok,,--,5' 6",145 lbs.,--,Orthodox,3,6,0,--,0.87,37,5.19,60,0.00,0,0,0.0
Ray,Seraille,,--,6' 3",246 lbs.,--,,8,9,0,--,5.29,27,17.65,41,0.00,0,0,0.0
Ivan,Serati,,--,6' 0",205 lbs.,--,Orthodox,12,4,0,--,0.86,26,5.33,29,0.00,0,0,0.0
Alex,Serdyukov,The Russian Crusher,May 24 1980,6' 2",170 lbs.,74.0",Orthodox,8,5,0,--,4.94,48,3.10,46,1.84,55,67,1.8
Nicholas,Sergiacomi,,--,--,170 lbs.,--,,1,1,0,--,4.38,55,3.94,59,0.00,0,0,0.0
Matt,Serra,The Terra,Jun 02 1974,5' 6",170 lbs.,68.0",Orthodox,11,7,0,--,1.98,39,2.64,46,2.05,20,38,0.9
Nick,Serra,The Mad Monkey,Mar 27 1978,5' 9",170 lbs.,--,Orthodox,7,3,0,--,0.00,0,1.73,43,1.00,10,0,2.0
Adrian,Serrano,,Dec 23 1963,5' 8",170 lbs.,--,,56,29,4,--,0.00,0,0.00,0,0.00,0,0,0.0
Fredy,Serrano,El Profe,Sep 22 1979,5' 3",125 lbs.,65.0",Orthodox,3,2,0,--,1.58,26,1.89,61,2.84,25,84,0.0
Carl,Seumanutafa,,--,6' 1",255 lbs.,--,Orthodox,10,8,0,--,0.00,0,3.33,75,0.00,0,0,0.0
Dan,Severn,The Beast,Jun 08 1958,6' 2",250 lbs.,--,Southpaw,101,19,1,--,0.00,0,0.00,0,0.00,0,0,0.0
Rosi,Sexton,The Surgeon,Jul 16 1977,5' 3",135 lbs.,--,Orthodox,13,5,0,--,3.31,39,7.42,41,0.75,10,80,0.0
Scott,Shaffer,,--,5' 7",145 lbs.,--,Orthodox,0,1,0,--,2.40,67,0.53,50,0.00,0,72,3.0
Edmen,Shahbazyan,The Golden Boy,Nov 20 1997,6' 2",185 lbs.,74.0",Orthodox,11,1,0,--,3.85,51,4.31,49,4.44,40,58,0.5
Leon,Shahbazyan,,Nov 18 1995,6' 4",170 lbs.,74.0",Orthodox,7,2,0,--,6.33,52,8.18,32,1.46,50,0,0.0
Liliya,Shakirova,,Oct 24 1991,5' 4",125 lbs.,65.0",Orthodox,8,2,0,--,2.70,30,2.58,74,0.00,0,0,0.0
Kamal,Shalorus,Prince of Persia,Aug 27 1972,5' 8",155 lbs.,68.0",Orthodox,9,5,2,--,3.06,32,2.99,70,2.07,50,80,0.0
Ken,Shamrock,The World's Most Dangerous Man,Feb 11 1964,6' 1",205 lbs.,72.0",Orthodox,28,17,2,--,1.47,46,4.30,39,0.94,60,44,2.5
Frank,Shamrock,,Dec 08 1972,5' 10",185 lbs.,--,Orthodox,23,10,2,--,4.75,53,4.66,57,0.35,50,37,1.1
Jason,Sharp,,--,--,205 lbs.,--,,3,3,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Eric,Shelton,Showtime,Feb 02 1991,5' 6",125 lbs.,68.0",Orthodox,12,6,0,--,2.57,42,1.88,63,2.83,51,46,0.2
Sean,Sherk,The Muscle Shark,Aug 05 1973,5' 6",155 lbs.,67.0",Orthodox,36,4,1,--,2.17,35,2.71,55,4.09,46,56,0.4
Chase,Sherman,The Vanilla Gorilla,Nov 16 1989,6' 4",250 lbs.,78.0",Orthodox,15,7,0,--,6.00,45,5.77,52,0.00,0,77,0.0
Valentina,Shevchenko,Bullet,Mar 07 1988,5' 5",125 lbs.,66.0",Southpaw,21,3,0,Champ,3.02,51,1.99,62,2.64,63,77,0.4
Antonina,Shevchenko,La Pantera,Nov 20 1984,5' 8",125 lbs.,67.0",Southpaw,9,3,0,--,3.87,56,2.77,50,0.57,60,50,0.6
Katsuyori,Shibata,,Nov 17 1979,6' 0",168 lbs.,--,Orthodox,4,11,1,--,2.06,35,2.40,53,0.49,50,53,0.7
Jake,Shields,,Jan 09 1979,6' 0",170 lbs.,72.0",Orthodox,31,9,1,--,2.45,36,1.80,56,2.83,29,35,1.2
Henrique,Shiguemoto,,Jun 22 1989,5' 11",185 lbs.,72.0",Orthodox,13,4,1,--,3.60,33,6.00,16,0.00,0,50,0.0
Shunichi,Shimizu,,Jan 31 1985,5' 5",135 lbs.,--,Orthodox,30,18,11,--,0.14,33,4.68,30,0.00,0,0,0.0
Wade,Shipp,The Nightmare,Feb 09 1975,6' 3",245 lbs.,--,Orthodox,11,5,0,--,4.29,86,2.14,0,0.00,0,75,0.0
Raja,Shippen,,Oct 07 1986,5' 6",145 lbs.,--,,18,11,1,--,0.00,0,0.00,0,0.00,0,0,0.0
Yuya,Shirai,,Apr 02 1980,5' 8",168 lbs.,--,Orthodox,26,14,2,--,1.02,100,4.07,55,0.00,0,0,0.0
Wes,Shivers,,--,6' 8",--,--,,7,1,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Alexander,Shlemenko,Storm,May 20 1984,5' 11",185 lbs.,--,,56,9,0,--,4.36,60,1.71,63,0.00,0,0,0.0
Josh,Shockley,,Nov 15 1989,6' 1",155 lbs.,--,Orthodox,11,4,0,--,1.40,33,1.75,60,0.00,0,61,0.8
Josh,Shockman,The War Hammer,Dec 29 1980,6' 4",235 lbs.,--,Southpaw,6,3,0,--,0.87,32,0.87,58,0.00,0,23,0.0
Akira,Shoji,,Jan 31 1974,5' 8",195 lbs.,--,Orthodox,14,17,5,--,1.03,34,2.63,53,1.79,73,82,0.4
Jack,Shore,Tank,Feb 06 1995,5' 8",135 lbs.,71.0",Orthodox,14,0,0,--,3.14,57,1.61,56,5.52,46,100,0.8
Landon,Showalter,The Show,Jun 14 1976,6' 0",185 lbs.,--,,11,19,1,--,0.00,0,0.00,0,0.00,0,0,0.0
Ivan,Shtyrkov,Ural Hulk,Jun 09 1988,6' 0",205 lbs.,74.0",Orthodox,15,0,1,--,0.00,0,0.00,0,0.00,0,0,0.0
Brandon,Shuey,Big Dawg,Feb 01 1976,5' 7",155 lbs.,--,Orthodox,7,6,0,--,0.68,33,1.36,0,0.00,0,0,10.2
Sam,Sicilia,,Feb 01 1986,5' 8",145 lbs.,67.0",Orthodox,15,8,0,--,2.46,33,3.55,59,1.45,43,70,0.9
Kiril,Sidelnikov,,Aug 17 1988,5' 11",230 lbs.,--,,11,4,0,--,2.87,28,4.48,61,0.00,0,0,0.0
Steven,Siler,Super,Feb 15 1987,5' 11",145 lbs.,70.0",Orthodox,29,16,0,--,3.21,41,2.96,54,0.47,21,55,1.6
Siala,Siliga,Mighty Mo,Oct 08 1970,6' 1",290 lbs.,--,Orthodox,12,5,0,--,1.08,26,1.96,50,1.47,50,80,0.0
Xavier,Siller,Young Guns,Jun 06 1994,5' 5",125 lbs.,--,,5,5,0,--,1.02,36,1.53,57,3.83,100,0,0.0
Assuerio,Silva,,Jun 18 1974,5' 10",241 lbs.,--,Orthodox,16,8,0,--,1.42,46,4.20,54,2.66,34,25,1.8
Anderson,Silva,The Spider,Apr 14 1975,6' 2",185 lbs.,77.0",Southpaw,34,11,0,--,3.05,61,2.05,60,0.50,77,69,0.8
Wanderlei,Silva,The Axe Murderer,Jul 03 1976,5' 11",205 lbs.,74.0",Orthodox,35,13,1,--,2.79,40,2.19,60,0.97,53,62,0.6
Thiago,Silva,,Nov 12 1982,6' 2",205 lbs.,74.0",Orthodox,19,6,0,--,3.92,50,2.55,67,1.03,47,70,0.7
Paulo Cesar,Silva,Giant,Jul 21 1963,7' 5",385 lbs.,--,Orthodox,2,6,0,--,0.40,15,2.72,47,0.42,100,16,0.4
Jean,Silva,White Bear,Oct 08 1977,5' 6",160 lbs.,--,Orthodox,19,12,3,--,0.73,22,2.93,52,0.00,0,0,0.0
Edson,Silva,Paredao,--,--,205 lbs.,--,Orthodox,14,12,0,--,2.69,14,5.37,50,0.00,0,0,0.0
Sidney,Silva,,Feb 27 1972,6' 3",170 lbs.,--,Southpaw,8,4,0,--,2.86,65,3.30,34,3.30,100,0,0.0
Jay,Silva,,--,6' 2",185 lbs.,--,Southpaw,10,11,1,--,1.13,34,3.07,40,0.00,0,38,1.0
Antonio,Silva,Bigfoot,Sep 14 1979,6' 4",264 lbs.,82.0",Orthodox,19,12,1,--,2.89,45,3.09,50,0.82,29,66,0.8
Fabio,Silva,,Mar 31 1982,5' 11",205 lbs.,--,Orthodox,1,8,0,--,0.09,11,5.90,38,0.00,0,0,0.0
Erick,Silva,,Jun 21 1984,6' 0",170 lbs.,74.0",Orthodox,19,9,0,--,2.50,48,4.18,49,0.85,35,56,1.4
Leandro,Silva,Buscape,Nov 11 1985,5' 9",155 lbs.,72.0",Orthodox,20,6,1,--,2.39,48,2.08,63,1.76,37,65,0.4
Claudio,Silva,Hannibal,Sep 06 1982,5' 11",170 lbs.,71.0",Southpaw,14,2,0,--,3.14,42,3.12,43,3.01,28,66,1.6
Wagner,Silva,Wagnao,Feb 07 1987,6' 0",170 lbs.,--,Orthodox,6,3,0,--,1.69,29,2.87,65,0.00,0,58,0.0
Rafael,Silva,Morcego,Mar 20 1985,5' 7",135 lbs.,--,,28,6,0,--,0.67,50,0.73,67,0.00,0,25,1.0
Joaquim,Silva,Netto BJJ,Feb 05 1989,5' 8",155 lbs.,69.0",Southpaw,11,3,0,--,3.92,37,4.43,56,0.24,50,64,0.7
Felipe,Silva,,May 08 1984,6' 0",155 lbs.,77.0",Orthodox,8,2,0,--,5.40,50,1.80,59,1.00,100,71,0.0
Dayana,Silva,,Aug 27 1990,5' 7",135 lbs.,--,Orthodox,7,4,0,--,6.33,51,5.93,57,0.00,0,42,0.0
Bruno,Silva,Bulldog,Mar 16 1990,5' 4",125 lbs.,65.0",Orthodox,11,5,2,--,2.93,46,3.30,57,2.95,31,64,0.0
Bruno,Silva,Blindado,Jul 13 1989,6' 0",185 lbs.,--,,19,6,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Gabriel,Silva,,Aug 26 1994,5' 6",135 lbs.,71.0",Orthodox,8,2,0,--,1.30,34,3.47,45,1.50,25,38,0.5
Jacob,Silva,Lil Animal,Feb 23 1988,5' 5",125 lbs.,67.0",Orthodox,6,4,0,--,4.17,44,4.92,56,1.51,100,66,0.0
Natalia,Silva,,Feb 03 1997,5' 4",125 lbs.,--,,12,5,1,--,0.00,0,0.00,0,0.00,0,0,0.0
Douglas,Silva de Andrade,D Silva,Jun 22 1985,5' 7",145 lbs.,68.0",Orthodox,26,4,0,--,3.77,38,4.26,58,0.70,50,66,0.0
Leonardo,Silva de Oliveira,Cabecao,Apr 23 1992,6' 2",185 lbs.,--,Orthodox,12,4,0,--,1.07,40,0.54,50,24.11,50,0,0.0
Marcus,Silveira,Conan,--,6' 3",242 lbs.,--,Orthodox,6,4,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Elias,Silverio,Xuxu,Sep 22 1986,5' 11",155 lbs.,73.0",Orthodox,13,3,0,--,3.67,49,2.97,51,1.62,38,85,0.2
Jamey,Simmons,The Afro Samurai,Sep 11 1992,5' 6",145 lbs.,70.0",Orthodox,7,3,0,--,0.52,50,2.08,50,0.00,0,100,0.0
Ricky,Simon,,Aug 31 1992,5' 6",135 lbs.,69.0",Orthodox,18,3,0,--,3.08,42,3.13,64,6.93,54,72,0.4
Aaron,Simpson,A-Train,Jul 20 1974,6' 0",170 lbs.,73.0",Orthodox,12,5,0,--,3.60,52,2.53,56,3.78,34,83,0.5
Wes,Sims,The Project,Aug 04 1979,6' 10",260 lbs.,--,Orthodox,24,14,1,--,0.98,51,2.95,37,0.00,0,40,2.3
Marlon,Sims,,--,--,170 lbs.,--,,3,4,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Tony,Sims,,Oct 14 1985,5' 11",155 lbs.,70.0",Southpaw,12,4,0,--,1.81,63,0.76,65,0.71,50,50,0.7
Everett,Sims,Sexual Chocolate,Sep 04 1988,6' 5",260 lbs.,77.0",Southpaw,4,1,0,--,0.81,66,2.19,30,0.00,0,42,1.2
Lodune,Sincaid,,May 07 1973,5' 9",185 lbs.,--,Orthodox,15,9,0,--,2.72,42,6.17,57,0.00,0,75,0.0
Rob,Sinclair,,Feb 20 1980,5' 8",155 lbs.,--,,13,5,0,--,1.20,33,1.73,73,0.00,0,50,0.0
Rory,Singer,Outburst,May 28 1976,6' 2",185 lbs.,77.0",Orthodox,11,9,0,--,2.55,39,2.42,63,0.39,25,64,0.8
Elvis,Sinosic,The King of Rock n' Rumble,Feb 13 1971,6' 3",205 lbs.,77.0",Orthodox,7,11,2,--,1.13,37,4.60,53,0.00,0,0,1.2
Mitchell,Sipe,No Dice,Apr 09 1996,6' 2",245 lbs.,--,Orthodox,4,1,0,--,5.50,56,9.98,46,1.53,20,0,0.0
AJ,Siscoe,Let's Go,--,5' 7",135 lbs.,--,,1,2,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Yokthai,Sithoar,,Dec 25 1974,5' 7",143 lbs.,--,,0,1,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Jeri,Sitzes,,--,5' 5",125 lbs.,--,,3,1,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Dennis,Siver,,Jan 13 1979,5' 6",145 lbs.,70.0",Orthodox,23,11,0,--,3.87,32,2.67,65,0.87,32,65,0.3
Chas,Skelly,The Scrapper,May 11 1985,5' 11",145 lbs.,72.0",Orthodox,18,3,0,--,2.02,40,3.35,48,1.71,34,33,2.4
Matt,Skelton,,Jan 23 1967,6' 3",265 lbs.,--,Orthodox,0,1,0,--,0.00,0,0.54,0,0.00,0,66,0.0
Zach,Skinner,,--,5' 6",145 lbs.,--,Orthodox,10,11,0,--,0.53,50,2.40,32,5.00,27,100,1.0
Brian,Sleeman,,--,5' 8",185 lbs.,--,,9,9,1,--,4.00,48,1.85,70,9.23,100,100,0.0
Joe,Slick,,Oct 17 1977,6' 0",199 lbs.,--,Orthodox,16,5,3,--,0.00,0,0.00,0,0.00,0,0,0.0
Ray,Sloan,,Jul 14 1985,6' 1",205 lbs.,--,,8,1,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Kestutis,Smirnovas,,--,5' 10",200 lbs.,--,Orthodox,24,8,2,--,4.95,52,5.05,54,1.55,50,100,1.6
Maurice,Smith,,Dec 13 1961,6' 2",221 lbs.,--,Orthodox,12,14,0,--,0.41,46,0.47,60,0.89,50,20,0.9
Patrick,Smith,,Aug 28 1963,6' 2",225 lbs.,--,Orthodox,20,17,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Scott,Smith,Hands of Steel,May 21 1979,6' 0",185 lbs.,70.0",Orthodox,18,11,0,--,1.90,27,5.87,50,0.12,6,58,0.5
Eric,Smith,,--,--,--,--,Southpaw,1,1,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Josh,Smith,,Jul 02 1982,6' 0",155 lbs.,--,Orthodox,9,8,0,--,0.73,28,1.40,54,0.00,0,57,2.0
David,Smith,,--,--,155 lbs.,--,,5,1,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Adam,Smith,,--,--,--,--,,0,3,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Dillon,Smith,,--,6' 0",170 lbs.,--,,0,0,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Trevor,Smith,Hot Sauce,Jan 05 1981,6' 3",185 lbs.,75.0",Orthodox,15,10,0,--,3.29,55,3.31,51,1.70,32,60,0.7
Anthony,Smith,Lionheart,Jul 26 1988,6' 4",205 lbs.,76.0",Orthodox,35,16,0,--,3.00,47,4.36,42,0.47,28,47,0.7
Colton,Smith,,Aug 14 1987,6' 0",155 lbs.,71.0",Orthodox,7,4,0,--,1.64,41,2.30,51,4.09,36,25,1.4
Gilbert,Smith,,Oct 19 1981,5' 9",185 lbs.,--,Southpaw,12,6,0,--,1.09,41,2.73,35,3.51,60,0,1.2
Leslie,Smith,The Peacemaker,Aug 17 1982,5' 9",135 lbs.,66.0",Orthodox,10,7,1,--,7.56,40,8.41,51,0.00,0,62,0.0
Devonte,Smith,King Kage,Jul 30 1993,5' 9",155 lbs.,76.0",Orthodox,11,2,0,--,5.64,55,2.65,59,0.74,100,100,0.7
Cole,Smith,The Cole Train,Apr 05 1989,5' 11",135 lbs.,67.0",Orthodox,7,2,0,--,1.78,35,1.96,49,1.67,33,45,1.7
Nate,Smith,The Savage,Apr 09 1995,5' 6",125 lbs.,69.0",Switch,6,1,0,--,1.28,38,2.04,35,0.00,0,33,2.3
Walter,Smith-Cotito,,--,5' 8",135 lbs.,--,,4,5,0,--,2.95,36,3.53,68,2.16,33,57,0.0
Justin,Smitley,,--,--,145 lbs.,--,,10,7,1,--,0.00,0,0.00,0,0.00,0,0,0.0
Dmitrii,Smoliakov,The Lifeguard,Aug 05 1982,6' 2",253 lbs.,74.0",Switch,9,3,0,--,1.44,42,3.81,55,0.00,0,75,0.0
Louis,Smolka,Da Last Samurai,Jul 16 1991,5' 9",135 lbs.,68.0",Orthodox,17,7,0,--,4.44,46,3.74,53,1.84,37,31,1.9
Richie,Smullen,,Aug 17 1991,5' 9",155 lbs.,68.0",Orthodox,3,1,1,--,1.98,77,2.26,65,8.49,66,0,0.0
Devin,Smyth,,Jul 21 1995,5' 10",170 lbs.,72.0",Switch,4,2,0,--,2.60,68,6.73,25,4.00,26,100,0.0
Denis,Sobolev,,--,6' 3",216 lbs.,--,Orthodox,4,7,0,--,0.00,0,5.45,33,0.00,0,0,0.0
Peter,Sobotta,,Jan 11 1987,6' 0",170 lbs.,75.0",Southpaw,17,7,1,--,2.14,40,2.90,58,1.53,32,77,0.5
Renato,Sobral,Babalu,Sep 07 1975,6' 1",205 lbs.,75.0",Orthodox,37,11,0,--,2.23,45,1.53,57,2.48,42,65,2.6
Rameau Thierry,Sokoudjou,The African Assassin,Apr 18 1984,5' 10",205 lbs.,78.0",Orthodox,18,18,0,--,2.26,45,2.61,56,1.93,47,78,0.9
Joe,Solecki,,Aug 27 1993,5' 9",155 lbs.,70.0",Orthodox,11,2,0,--,2.68,66,0.85,58,2.39,50,0,0.8
Chris,Solomon,,--,5' 11",155 lbs.,--,,0,0,0,--,0.00,0,2.80,37,0.00,0,33,0.0
Joe,Son,,Nov 22 1970,5' 4",236 lbs.,--,Orthodox,0,4,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Paul,Song,,--,--,185 lbs.,--,,2,2,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Song,Kenan,The Assassin,Mar 10 1990,6' 0",170 lbs.,71.0",Orthodox,16,6,0,--,4.39,46,4.37,54,0.00,0,50,0.0
Song,Yadong,,Dec 02 1997,5' 8",145 lbs.,67.0",Orthodox,16,5,1,--,4.35,42,3.64,57,0.59,75,56,0.4
Chael,Sonnen,,Apr 03 1977,6' 1",205 lbs.,73.0",Southpaw,29,15,1,--,3.08,43,1.10,62,3.81,59,66,0.4
Cody,Sons,,--,5' 9",205 lbs.,--,,3,7,0,--,0.00,0,0.00,0,0.00,0,0,0.0
Jin,Soo Son,,Apr 01 1993,5' 6",135 lbs.,69.0",Orthodox,9,4,0,--,5.10,36,7.63,52,1.50,25,100,0.0
Emiliano,Sordi,He-Man,Feb 15 1991,6' 2",205 lbs.,--,Orthodox,16,7,0,--,4.79,50,4.79,48,0.00,0,100,8.3
Sean,Soriano,,Oct 06 1989,5' 9",155 lbs.,70.0",Orthodox,14,7,0,--,3.49,61,2.50,54,1.08,42,53,0.0
Punahele,Soriano,Puna,Nov 22 1992,5' 11",185 lbs.,72.0",Southpaw,8,0,0,--,4.46,43,2.86,52,2.60,66,0,0.0
Dmitry,Sosnovskiy,Wicked Machine,Jul 06 1989,6' 3",240 lbs.,77.0",Orthodox,11,0,0,--,2.95,70,2.53,35,3.16,66,100,3.2
Ben,Sosoli,Combat Wombat,Dec 10 1989,6' 0",265 lbs.,72.0",Southpaw,7,3,0,--,2.31,31,4.30,47,0.00,0,0,0.0
